,x,y
0,8.09484329468134,-6.603917573735254
1,-8.55442042946011,5.927295068960042
2,-9.930069477245857,1.2275121394188369
3,20.05094870553853,37.450401078542896
4,-2.6292358680708223,13.720035471314256
5,-3.615828772516536,6.225960377880703
6,-0.11261116359143467,28.98674962691647
7,4.145350515186842,-2.5835182685172997
8,-12.205983049346807,24.917739382914913
9,-21.57549390993936,42.03559036418051
10,25.608449646556423,40.27883866081592
11,0.3587697712078017,23.368765977479406
12,-14.025196379827666,-0.7497799527250031
13,-4.88851400528631,-2.8977643732717997
14,6.7793590484789465,-11.34738363047506
15,7.67580852701922,-7.70238943570348
16,-6.562616389754096,9.659104489155439
17,6.086005092502987,11.563962354371103
18,10.441906441745193,6.695421307405353
19,-14.085233950014207,12.800806164697354
20,8.54443451748779,12.909907852192248
21,-5.320740613168268,7.537862868232203
22,-2.817751953070648,-17.68641349031654
23,12.778331029609136,13.822407681573603
24,9.096449231520523,-18.931493559196834
25,5.589493571010463,5.599382769201627
26,-11.62456282484113,-2.2890656021878932
27,-10.904864072138132,24.892254379506568
28,-11.917755581780249,12.571093341788433
29,7.4715505436726195,-9.328540000512575
30,8.95975222250071,-8.693563293130214
31,-7.7031623931664495,-10.558195853197567
32,4.603698650876326,-29.31847275865345
33,-4.7104201745553445,7.153724168435554
34,1.5749452380107498,11.93762936411435
35,-16.203729746123688,22.20768196142323
36,-1.0552777168577885,36.16364109132453
37,4.227689212696716,-7.137356793778416
38,-7.88339444015087,-5.657774549398911
39,-14.182928551906803,13.144034239614323
40,6.101400399684312,11.007783448420806
41,-6.688152265547301,-14.098225643221044
42,-8.18625534226965,-10.81027496477385
43,11.34028006777103,-12.24682157921454
44,-7.855363399740101,-1.9995540796629765
45,-29.58886277873922,48.59002121896314
46,-3.2410359636250834,-9.376689002432052
47,4.263328571336208,-6.901974360693385
48,6.890191446240381,-6.089926863774242
49,-13.713905228220206,14.762851457354861
50,16.639183419732817,40.25496601865144
51,11.748729429423957,3.51482975685661
52,18.29224841962019,29.96423046022202
53,-3.3350882225510228,-3.8347853985218316
54,3.286014627508967,-25.362395897175915
55,-16.30125641169641,27.579900058382773
56,17.56124156362073,32.669895939130384
57,-2.0690199993503438,12.38092911904672
58,-11.566236149157623,12.532099190001961
59,-13.336340912279487,1.4107599489525704
60,6.616524088758732,-7.508603199916443
61,1.3155216395065983,2.640238385276664
62,-15.356256388375852,44.629013913015015
63,-15.814771170732254,32.67151425617219
64,-10.489448570970064,8.287324397715942
65,-3.236039907971179,-0.3141567051048848
66,6.244930109831381,-2.4554746031539096
67,-7.437011051459644,-17.994614624320565
68,-10.561206434369035,-6.7035315428717315
69,-7.378877665449793,-25.94146981223512
70,1.3097546323438873,24.788785267478858
71,-6.073298912502612,2.6442767281386743
72,-12.19864095669253,3.724066691068849
73,5.387383690525321,-11.729401078540434
74,6.615145878472215,-3.582767841197457
75,2.33206182893233,2.0399010276901013
76,-1.0162327221710667,26.047510924149183
77,1.717851092114744,-4.152036874530552
78,-1.0594654259737286,10.392030432483487
79,-0.3017406856319216,26.124834290503173
80,25.52534914090608,54.6149324808198
81,-5.242593986216557,-7.072082603582299
82,-13.25009250199235,16.73184494869937
83,-1.0258497518409788,34.53256909979929
84,8.57134659966922,-3.639428483339256
85,12.719350647168264,17.039425430430025
86,27.48181621357524,39.25900021388036
87,-8.858189098929328,-5.634986813322556
88,-25.732925761499462,51.65652230748761
89,-5.447082332312066,-10.091549707986731
90,-11.11273926449159,5.427658419159195
91,6.478674632975597,-15.318321084273608
92,-9.303207820941642,-9.488699878320666
93,-11.199125061477988,6.3647151616073625
94,6.058318801357927,-0.6478687748713803
95,0.9036961203462056,18.281957129477185
96,1.935220604907764,-5.784367248514938
97,6.309708081854801,-20.764224608548098
98,2.35015354228244,-5.1451364999527005
99,-6.565508848099032,-8.31446688219384
100,1.9996786182098905,-7.248350709013572
101,-3.26772076235825,-5.61038590885445
102,-0.5326140118960206,38.299788737881
103,-6.27054503178454,-6.885081031205891
104,14.918459895401888,16.0003535190455
105,14.219480509760398,16.173895301498845
106,-1.7740983862411084,7.327730721985506
107,16.719275350850506,24.126579516950898
108,2.330983549034264,1.8215049139656703
109,0.5463470904244326,23.03642582499957
110,6.488429524725108,2.4677729390945977
111,-3.0137027382600703,-13.684951293952336
112,-5.402877654773554,-17.66511191948277
113,14.018586222300339,13.822532192507577
114,-9.67079618680627,19.350486569386913
115,-0.7050306303746224,18.540609464214086
116,-14.86168060430102,23.584603853591922
117,-12.075989043680162,25.626770889406014
118,-0.9035469043190107,26.954179923774152
119,-5.918784109358235,-2.6318924850566603
120,3.3570406644046185,-9.542577499944553
121,-4.006482241793878,-7.5076190726096454
122,0.5570526226921088,1.2189903123353538
123,6.30096472691505,-21.566783819694002
124,-6.673461903422568,2.4383838921699112
125,18.485958147500337,35.68160914075946
126,-6.5588231826904595,-9.65541293172853
127,5.824823210924252,-6.3562455364583865
128,1.4378858020892684,9.316605843243876
129,-26.926951775038933,41.391944799222635
130,-2.7618933839791424,-8.84308013504661
131,-12.309299598580377,-6.66687719638332
132,16.550391063219948,22.851598508520738
133,-6.943675211103927,-12.532886963558749
134,-5.328932419105119,8.63556023766969
135,-8.446514040585306,-13.94371521171608
136,2.611631112645103,-3.5056117743261166
137,-14.433419487152996,24.63918719779881
138,-1.5009792761082175,4.469408087104963
139,-5.516532544727512,-7.722442998285681
140,-5.420582244013962,7.974060753195111
141,-3.546210356799029,-6.088821065528779
142,-2.6952432551208805,-10.864440812247798
143,-4.791885770897185,-19.164000210629972
144,0.09405807222865416,39.83451700097293
145,-11.85298662852203,12.32065130676315
146,-0.7850870926545332,19.009264437614654
147,7.9848663105341275,-6.284452152443603
148,1.794881767635819,-7.519314801115561
149,25.138487600014994,48.4673581031508
150,0.7826967592055665,5.01414203691075
151,14.72778922137831,12.214189046145927
152,-11.571875123834051,-11.134132338510348
153,-4.467016899903019,-23.515733677730374
154,-5.742199841815328,-14.515625171967297
155,-4.456313547387303,-0.029055037627382596
156,0.7773853044876687,2.001297434374319
157,-10.174678975216993,-0.07401227394886845
158,5.046399505961113,-8.389264409982378
159,-1.4384311343861709,-2.321631624529134
160,14.023536204413752,18.270670692704737
161,-2.809099128020072,-0.7051802547405424
162,-14.484477978697916,-5.372477951751833
